"Residue","Morph_pvalue","Timepoint_pvalue","Sex_pvalue","MorphXTimepoint_pvalue","MorphXSex_pvalue","TimepointXSex_pvalue","start","NCBI","Morph_pvalue_corrected","Timepoint_pvalue_corrected","Sex_pvalue_corrected","MorphXTimepoint_pvalue_corrected"
"chr019945671.1_25797",0.0148372919753268,4.1664361753884e-08,0.784943460189689,0.229600992226839,0.274981271164678,0.724052223538488,"25797","NW_019945671.1",1,0.000430809500535161,1,1
"chr019945771.1_7605",6.74689299857345e-05,3.56406657416012e-11,0.423128465795399,0.345365209176695,0.0501120761655825,0.0457847620452583,"7605","NW_019945771.1",0.697628736052495,3.68524483768156e-07,1,1
"chr019945856.1_77220",0.000481449391185881,1.42383585984526e-17,0.536446159848964,0.0674320177890353,0.225931907128653,0.493484470025319,"77220","NW_019945856.1",1,1.47224627908e-13,1,1
"chr019945856.1_77232",0.0201212718089438,2.2180639814576e-06,0.444415052589728,0.203951498196871,0.705976959135659,0.994955782343864,"77232","NW_019945856.1",1,0.0229347815682715,1,1
"chr019945856.1_77241",0.0109106398084427,2.19546379637128e-12,0.354975204219853,0.00067259300915705,0.401907642126992,0.0671709904686915,"77241","NW_019945856.1",1,2.2701095654479e-08,1,1
"chr019945856.1_77304",0.131658338061869,1.4619031187468e-06,0.965313760998021,0.309939627166309,0.665338861447319,0.712393090502924,"77304","NW_019945856.1",1,0.0151160782478419,1,1
"chr019945856.1_77322",0.000430368200127449,2.97635377620391e-13,0.576403988612424,0.635853878909713,0.0138270399828647,0.871266125177726,"77322","NW_019945856.1",1,3.07754980459484e-09,1,1
"chr019945856.1_77376",0.00340972013058394,2.95708657676731e-09,0.959813417290776,0.282942575386074,0.0647752457765036,0.908927548026561,"77376","NW_019945856.1",1,3.0576275203774e-05,1,1
"chr019945856.1_77394",0.125911028037332,6.91374056030702e-13,0.522727480095266,0.963305738437063,0.971474062042526,0.330796848703745,"77394","NW_019945856.1",1,7.14880773935746e-09,1,1
"chr019945856.1_77439",0.307466643214211,8.82479854753745e-21,0.229027820954856,0.208751019591575,0.870762316712395,0.639089501478779,"77439","NW_019945856.1",1,9.12484169815372e-17,1,1
"chr019945856.1_77467",0.488763193407988,2.33934869905849e-10,0.118829773529259,0.464908706820082,0.0923569632332657,0.649138867026777,"77467","NW_019945856.1",1,2.41888655482648e-06,1,1
"chr019946112.1_31803",5.24219676274142e-05,5.50798498398155e-13,0.454162395234232,0.000934939145859571,0.81655393093068,0.150142133415426,"31803","NW_019946112.1",0.542043145267462,5.69525647343692e-09,1,1
"chr019946183.1_13709",0.0286942816013435,5.65881403742065e-18,0.122457402959339,0.0709060701531888,0.0171021260973974,0.17904724669289,"13709","NW_019946183.1",1,5.85121371469295e-14,1,1
"chr019946183.1_13723",0.00861303849952233,2.75040747034237e-10,0.173004568548792,0.515894340987681,0.185115017716888,0.0209241668902845,"13723","NW_019946183.1",1,2.84392132433401e-06,1,1
"chr019946183.1_13733",0.0486734420462286,4.96483111673531e-07,0.154968876911172,0.27593830895068,0.228472514548232,0.0503746603669336,"13733","NW_019946183.1",1,0.00513363537470431,1,1
"chr019946183.1_13744",0.0843553149995348,4.9780562643199e-07,0.259623491052414,0.433388491893643,0.0512904201402151,0.839521379577402,"13744","NW_019946183.1",1,0.00514731017730677,1,1
"chr019946183.1_13775",0.432947585111726,1.16056547662982e-10,0.0392602444190151,0.246516955079523,0.0157199938976851,0.136952438179281,"13775","NW_019946183.1",1,1.20002470283523e-06,1,1
"chr019946183.1_13812",0.103595246093537,3.10676156045496e-24,0.0205303088304992,0.0826786799084115,0.0250073901702145,0.49803166544452,"13812","NW_019946183.1",1,3.21239145351043e-20,1,1
"chr019946183.1_13882",0.0313303151659795,5.25075831942180e-11,0.948211854045266,0.172697890369751,0.00889909171597697,0.490442545072729,"13882","NW_019946183.1",1,5.42928410228215e-07,1,1
"chr019946367.1_16921",0.000460749249733951,4.43986761565061e-06,0.425936677604983,0.199187357464461,0.0497236281623141,0.0373791515074133,"16921","NW_019946367.1",1,0.0459082311458273,1,1
"chr019946377.1_11335",1.17155315615498e-05,1.61081616987363e-07,0.296861872299906,0.464189180272196,0.713944468517887,0.704509085171678,"11335","NW_019946377.1",0.121138596346425,0.00166558391964933,1,1
"chr019946377.1_11408",0.000552174995119184,1.42641808631326e-07,0.619524099029153,0.18217419357758,0.185972712011324,0.793280091738359,"11408","NW_019946377.1",1,0.00147491630124791,1,1
"chr019946626.1_11669",0.00259030692553242,6.61166745144652e-11,0.508140087032212,0.622902607610173,0.462895561666862,0.360117726153616,"11669","NW_019946626.1",1,6.8364641447957e-07,1,1
"chr019946626.1_11684",0.00170678262238421,4.89815238664947e-07,0.885322292142677,0.563399699315584,0.982808409812251,0.791857187511223,"11684","NW_019946626.1",1,0.00506468956779555,1,1
"chr019946626.1_11687",8.27358633890397e-08,3.17419975268816e-21,0.787073523872723,0.116855205182203,0.277688244431193,0.0463970422123837,"11687","NW_019946626.1",0.000855488827442671,3.28212254427956e-17,1,1
"chr019946626.1_11734",0.0395176128164301,3.22214726855075e-13,0.879038557443445,0.0299131044794512,0.756811146682105,0.707338522833826,"11734","NW_019946626.1",1,3.33170027568147e-09,1,1
"chr019946626.1_11751",0.0459296920067679,1.64343139200316e-17,0.472479550815422,0.00118744747151932,0.037370681989675,0.71173435736551,"11751","NW_019946626.1",1,1.69930805933127e-13,1,1
"chr019946626.1_11774",1.96976339473415e-05,2.85473115915317e-08,0.0793194934736358,0.488130317087193,0.324956353682113,0.0403238725737379,"11774","NW_019946626.1",0.203673535015511,0.000295179201856438,1,1
"chr019946626.1_11792",0.00351959136579637,2.29190877307947e-11,0.871352381654648,0.889675007712039,0.142653796609667,0.149681437312539,"11792","NW_019946626.1",1,2.36983367136417e-07,1,1
"chr019946626.1_11795",4.03783807850779e-05,7.12597133291919e-09,0.901227886714912,0.299875063307839,0.0155798413183212,0.265350207886835,"11795","NW_019946626.1",0.417512457317705,7.36825435823844e-05,1,1
"chr019946626.1_11813",0.0162336575829312,1.65558052989595e-12,0.356264566537582,0.718968955854448,0.0687329902786094,0.0529363164924179,"11813","NW_019946626.1",1,1.71187026791241e-08,1,1
"chr019946626.1_11888",0.000390579778645385,2.4013564749668e-14,0.0478765414643725,0.365354634218135,0.755401562170354,0.32689771372617,"11888","NW_019946626.1",1,2.48300259511567e-10,1,1
"chr019946626.1_12564",0.371341901098326,2.30888555892285e-08,0.558256857436132,0.63259491914318,0.173823234749423,0.0833210674794559,"12564","NW_019946626.1",1,0.000238738766792622,1,1
"chr019946626.1_12608",6.2201796187665e-05,4.52301747407422e-20,0.38522113962389,0.000212825355091027,0.845569169843707,0.749399627170126,"12608","NW_019946626.1",0.643166572580456,4.67680006819275e-16,1,1
"chr019946626.1_12637",0.0185221742818864,2.30016644264401e-09,0.448305128749256,0.728889609892696,0.426611884422612,0.571742298839678,"12637","NW_019946626.1",1,2.37837210169391e-05,1,1
"chr019946626.1_12665",0.0798719748875535,5.02934171580395e-12,0.738400118565366,0.00784090808312865,0.890502982439094,0.811632354488082,"12665","NW_019946626.1",1,5.20033933414128e-08,1,1
"chr019946651.1_5424",0.0109369215084321,2.34621284288401e-17,0.0243575114437356,0.00627639847145658,0.00570100337275979,0.021496726176322,"5424","NW_019946651.1",1,2.42598407954207e-13,1,1
"chr019946655.1_21931",0.0137323009599259,1.71437847371449e-06,0.350931396624122,0.685967511334484,0.717113985656073,0.862991818645204,"21931","NW_019946655.1",1,0.0177266734182079,1,1
"chr019946655.1_22072",0.010380954081277,1.13557694765341e-06,0.223265296075151,0.193606281061184,0.500200748581618,0.428221175061897,"22072","NW_019946655.1",1,0.0117418656387363,1,1
"chr019946655.1_22084",2.71063084226991e-06,5.63533924093295e-42,0.247827803933642,0.292909962208902,0.590138514767263,0.5467951712808,"22084","NW_019946655.1",0.0280279229090709,5.82694077512467e-38,1,1
"chr019946655.1_22121",0.212075995580471,9.37339136887233e-09,0.301599117311079,0.204022611556486,0.0482870061094264,0.756658141694413,"22121","NW_019946655.1",1,9.69208667541399e-05,1,1
"chr019946655.1_22209",0.298916793984363,3.1600059161848e-06,0.103397379922793,9.36759424773423e-05,0.823033035612213,0.185766820628894,"22209","NW_019946655.1",1,0.0326744611733508,1,0.968609245215719
"chr019946655.1_22251",0.348166954461221,3.8898782694405e-07,0.00472505394851255,0.0267813003924932,0.0584390166451636,0.319403319819454,"22251","NW_019946655.1",1,0.00402213413060148,1,1
"chr019946655.1_23867",0.147226161651013,4.77993775671993e-23,0.453140466361103,0.283536464738441,0.989827847095311,0.710154107616477,"23867","NW_019946655.1",1,4.94245564044841e-19,1,1
"chr019946655.1_41114",5.50948744591788e-26,1.43043196467954e-36,0.183016924780324,0.030356715711137,0.763855704196295,0.203132256126631,"41114","NW_019946655.1",5.69681001907909e-22,1.47906665147865e-32,1,1
"chr019946655.1_41137",1.60077857830817e-19,1.10217830217557e-24,0.18519713840832,0.051670105014023,0.661732954758302,0.151861532704293,"41137","NW_019946655.1",1.65520504997064e-15,1.13965236444954e-20,1,1
"chr019946655.1_41154",1.23411280739947e-19,6.50569736939369e-14,0.488235261661911,0.13848875066723,0.996743444560443,0.171924096229739,"41154","NW_019946655.1",1.27607264285106e-15,6.72689107995308e-10,1,1
"chr019946655.1_41156",1.0655110228523e-14,4.46362229728129e-11,0.95881738657873,0.451416677413459,0.89674604573513,0.112375389452393,"41156","NW_019946655.1",1.10173839762928e-10,4.61538545538886e-07,1,1
"chr019946655.1_41162",5.28690828318742e-20,6.61530334814016e-18,0.712047261875881,0.206363117887415,0.723225334131523,0.398420192819001,"41162","NW_019946655.1",5.4666631648158e-16,6.84022366197693e-14,1,1
"chr019946655.1_41186",1.84268706671215e-21,2.31016264620488e-17,0.315361202273584,0.265970144137228,0.958544089845102,0.219357398034482,"41186","NW_019946655.1",1.90533842698036e-17,2.38870817617585e-13,1,1
"chr019946655.1_41199",5.5423145914501e-16,6.50376614609981e-26,0.168702374934506,0.837808796724321,0.877581298960237,0.0351497619880707,"41199","NW_019946655.1",5.73075328755941e-12,6.72489419506721e-22,1,1
"chr019946655.1_41207",2.52497159676259e-16,5.81291145636606e-07,0.260759420420048,0.401962244426159,0.989007293944242,0.10488303154478,"41207","NW_019946655.1",2.61082063105252e-12,0.00601055044588251,1,1
"chr019946655.1_41215",5.04177041319835e-18,1.5752763838424e-13,0.274205991166781,0.533726196655503,0.918243249135208,0.0393525486825905,"41215","NW_019946655.1",5.2131906072471e-14,1.62883578089304e-09,1,1
"chr019947147.1_482",0.687555903712193,6.86973185295127e-09,0.331956995421822,0.0186866750623144,0.0304709422104882,0.876187834447967,"482","NW_019947147.1",1,7.10330273595161e-05,1,1
"chr019947147.1_487",0.248516049416001,1.07483085188266e-13,0.0736894552541398,3.00749389465041e-05,0.0161893620193122,0.345464814330283,"487","NW_019947147.1",1,1.11137510084667e-09,1,0.310974868706853
"chr019947147.1_491",0.564716335214601,1.43178150226837e-11,0.582638206830773,0.0331500467643784,0.0326164154474065,0.0875149594999354,"491","NW_019947147.1",1,1.48046207334549e-07,1,1
"chr019947147.1_494",0.90224121052097,4.77883242553884e-06,0.716084541300412,0.097845987798472,0.012008124185084,0.931941263241626,"494","NW_019947147.1",1,0.0494131272800716,1,1
"chr019947147.1_504",0.431790241691001,3.22842077497447e-08,0.642978261802873,0.0665365450326618,0.474051387643301,0.38768971336265,"504","NW_019947147.1",1,0.00033381870813236,1,1
"chr019947147.1_516",0.361586010192658,1.06575505826343e-08,0.725941527288875,0.186092349966387,0.023313375925658,0.0324481283538452,"516","NW_019947147.1",1,0.000110199073024438,1,1
"chr019947209.1_54056",0.0491871020157641,1.34685964639302e-06,0.67236555714981,0.0281929122446996,0.122976912315998,0.000227513976154658,"54056","NW_019947209.1",1,0.0139265287437038,1,1
"chr019947570.1_19612",4.75044590190177e-05,2.51887578977409e-11,0.172852970120879,0.502793269400865,0.0241223685894147,0.40990220648204,"19612","NW_019947570.1",0.491196106256643,2.60451756662641e-07,1,1
"chr019947570.1_19651",0.248805182031742,2.94776579451518e-06,0.499713234529454,0.35512057773098,0.969351237908821,0.493148127259732,"19651","NW_019947570.1",1,0.030479898315287,1,1
"chr019947570.1_19705",0.000221620323355248,1.07937817771001e-07,0.349571783579514,0.930122248343891,0.0356157677710455,0.454075948665372,"19705","NW_019947570.1",1,0.00111607703575215,1,1
"chr019947570.1_19889",1.69820478544099e-05,6.52414012631612e-14,0.785609683660554,0.705436618814729,0.309268505526177,0.0251461220753018,"19889","NW_019947570.1",0.175594374814598,6.74596089061087e-10,1,1
"chr019947570.1_19947",0.670767086313755,4.72184829876425e-10,0.777756447150231,0.5078941924848,0.0706294622307771,0.0793398367837731,"19947","NW_019947570.1",1,4.88239114092224e-06,1,1
"chr019947593.1_10187",0.0330593687134825,3.67353045637344e-10,0.0182452321123647,0.64177982040226,0.84956699352024,0.286881178328577,"10187","NW_019947593.1",1,3.79843049189014e-06,1,1
"chr019947593.1_10327",0.00284465789193021,2.62660769667019e-14,0.0472141278678872,0.641951328621289,0.677836641468055,0.891686199243913,"10327","NW_019947593.1",1,2.71591235835698e-10,1,1
"chr019947593.1_10335",0.0117830746134803,1.34621799075072e-10,0.16991844980944,0.531883905383429,0.708820867753028,0.469327006804777,"10335","NW_019947593.1",1,1.39198940243624e-06,1,1
"chr019947652.1_31394",9.64218121938436e-17,5.33749070000821e-11,0.181299437456794,0.0144300463198384,0.42692688440543,0.0868916681001029,"31394","NW_019947652.1",9.97001538084343e-13,5.51896538380849e-07,1,1
"chr019947652.1_31415",5.19226386622542e-08,4.25103620729252e-10,0.905597112561816,0.0122991557873551,0.334851886117648,0.27972592155445,"31415","NW_019947652.1",0.000536880083767708,4.39557143834047e-06,1,1
"chr019947652.1_32322",0.961106499308959,7.75480519248215e-09,0.233100116261924,0.976142745644738,0.597264729382736,0.943645516233538,"32322","NW_019947652.1",1,8.01846856902655e-05,1,1
"chr019947652.1_32422",4.38430312805162e-08,3.50924693470147e-13,0.915400286301839,0.199382519370369,0.331852613424872,0.110952895684035,"32422","NW_019947652.1",0.000453336943440538,3.62856133048132e-09,1,1
"chr019952657.1_353",0.01459453452309,9.21226483821634e-08,0.650896449231062,0.000886483736848374,0.532871965369631,0.094503114625642,"353","NW_019952657.1",1,0.000952548184271569,1,1
"chr019952683.1_806",0.108820403628893,1.80923299009634e-06,0.292284725395131,1.88507163317025e-05,0.000440698565686631,0.654965387553746,"806","NW_019952683.1",1,0.0187074691175961,1,0.194916406869804
"chr019952973.1_554",0.155179532858502,7.28409845556013e-14,0.830890100101731,0.00634409489033357,0.883739848098717,0.743079035129184,"554","NW_019952973.1",1,7.53175780304917e-10,1,1
"chr019952973.1_555",4.25797291974149e-05,6.34294555289687e-28,0.846884294937833,8.64738635866587e-11,0.400794840521653,0.627038872173019,"555","NW_019952973.1",0.44027439990127,6.55860570169536e-24,1,8.94139749486051e-07
"chr019952973.1_779",0.0342101362151072,9.79409357554376e-12,0.4943611179828,0.386843984654991,0.643577800149905,0.858954743232406,"779","NW_019952973.1",1,1.01270927571122e-07,1,1
"chr019952973.1_780",0.116888605801919,6.0712107075391e-10,0.574343336045323,0.980822629119551,0.396600028078358,0.687839861103895,"780","NW_019952973.1",1,6.27763187159543e-06,1,1
"chr019952973.1_1061",0.000424462006733161,7.95097903433443e-07,0.805718605699242,0.251856058786298,0.242825070239091,0.362412653967907,"1061","NW_019952973.1",1,0.0082213123215018,1,1
"chr019952973.1_1062",0.172533071111461,3.45246970515765e-07,0.711165370360561,0.157964126955517,0.993970865694051,0.698157080144853,"1062","NW_019952973.1",1,0.00356985367513301,1,1
"chr019952973.1_1281",0.000673898590177782,2.22191372744465e-28,0.387881750756202,2.78582587087044e-07,0.189012838814939,0.868334520161313,"1281","NW_019952973.1",1,2.29745879417777e-24,1,0.00288054395048003
"chr019953348.1_1684",0.575055616531539,4.17028812512075e-06,0.390488658112236,0.520752866450612,0.812785481007796,0.317848264950989,"1684","NW_019953348.1",1,0.0431207792137486,1,1
"chr019953348.1_1751",0.00453981234936359,1.36007640486303e-08,0.276039751584082,0.00198841100123036,0.426534591130338,0.829960931277005,"1751","NW_019953348.1",1,0.000140631900262837,1,1
"chr019953348.1_1772",0.0410721938868003,6.19617017092779e-10,0.705041227996835,0.068622386284579,0.0656019029161559,0.663625894071516,"1772","NW_019953348.1",1,6.40683995673934e-06,1,1
"chr019953348.1_1814",0.0208432744219595,1.61154468971449e-07,0.76584204921327,0.853029354570877,0.0958898487722319,0.207661383653063,"1814","NW_019953348.1",1,0.00166633720916478,1,1
"chr019953566.1_1587",0.168604231964426,2.07987366367482e-08,0.777505480196113,0.316598545175112,0.010587558719392,0.609838400909567,"1587","NW_019953566.1",1,0.000215058936823976,1,1
"chr019953566.1_1651",0.204327856649405,1.86309159882155e-06,0.0196467498962869,0.770482851488446,0.0941956754173,0.707343796179122,"1651","NW_019953566.1",1,0.0192643671318149,1,1
"chr019953566.1_1762",0.00452929592121815,2.78781566429623e-09,0.295212585862737,0.177743681047,0.607759808194673,0.682686116794334,"1762","NW_019953566.1",1,2.8826013968823e-05,1,1
"chr019953697.1_1331",0.0058479594436416,2.38754304389593e-08,0.626468539026891,0.107756286083092,0.669367476376511,0.00497653688927442,"1331","NW_019953697.1",1,0.000246871950738839,1,1
"chr019953697.1_1466",0.0300071477195383,1.50170161894851e-08,0.168195054916368,0.0945741024866449,0.568515880692585,0.232217096400802,"1466","NW_019953697.1",1,0.000155275947399276,1,1
"chr019953836.1_881",3.15272381957771e-06,5.59929187950751e-09,0.726149793378706,0.154810335556563,0.00880872013267928,0.565457026601474,"881","NW_019953836.1",0.0325991642944335,5.78966780341077e-05,1,1
"chr019953989.1_1802",0.00379601738795506,1.02280773595024e-06,0.335072575553836,0.890765066692459,0.101512092083006,0.694316784228359,"1802","NW_019953989.1",1,0.0105758319897255,1,1
"chr019954807.1_798",0.175653929389841,4.11813546008066e-08,0.443376800607422,0.471211164788264,0.632926901703632,0.29064559565011,"798","NW_019954807.1",1,0.00042581520657234,1,1
"chr019954807.1_815",0.682953479068445,1.1245816399944e-07,0.581977088175792,0.993637860212226,0.342591590802397,0.0798779030904525,"815","NW_019954807.1",1,0.00116281741575421,1,1
"chr019954807.1_835",0.51079454591343,4.75050363707032e-07,0.95653991128805,0.707717909690075,0.610440074386786,0.140676774808035,"835","NW_019954807.1",1,0.00491202076073071,1,1
"chr019954807.1_906",0.00421762381533493,2.70719502050208e-14,0.479980526705071,0.802214349312414,0.769507862835397,0.147326985917268,"906","NW_019954807.1",1,2.79923965119915e-10,1,1
"chr019954807.1_923",0.137031499303636,3.69276036562616e-10,0.208284992384156,0.47164018268724,0.816181643059383,0.313284019178419,"923","NW_019954807.1",1,3.81831421805745e-06,1,1
"chr019954807.1_932",0.00618959912627914,3.59690946278288e-10,0.150174733057458,0.416747391903704,0.174150270987352,0.221568090963581,"932","NW_019954807.1",1,3.7192043845175e-06,1,1
"chr019954807.1_934",0.099150193840848,1.13913569881538e-06,0.300233723676298,0.794902475578575,0.877728369790675,0.765044938161608,"934","NW_019954807.1",1,0.011778663125751,1,1
"chr019954807.1_947",0.250332661821225,1.20512367911181e-07,0.631695680766523,0.929527624423341,0.989455005423126,0.655809088407947,"947","NW_019954807.1",1,0.00124609788420161,1,1
"chr019954807.1_950",0.504331974327795,1.83114395110835e-06,0.584464321401938,0.771704900583956,0.697387436606286,0.855807597197693,"950","NW_019954807.1",1,0.0189340284544603,1,1
"chr019954972.1_714",0.578492681864127,6.63039782513894e-08,0.0331958893270492,0.0919818724097172,0.284172770533828,0.988748092115447,"714","NW_019954972.1",1,0.000685583135119366,1,1
"chr019954972.1_740",0.00834767633751957,3.00315294536372e-09,0.25117036197436,0.786918528492921,0.943936173644046,0.317402678879053,"740","NW_019954972.1",1,3.10526014550609e-05,1,1
"chr019954972.1_902",0.39132940657764,2.4279462935199e-06,0.76165824217401,0.263584089328314,0.976815128969612,0.407037101148137,"902","NW_019954972.1",1,0.0251049646749958,1,1
"chr019955068.1_242",0.0162099593822355,4.39781841400302e-06,0.191171840096659,0.0123216602720362,0.579676437167657,0.811265483563646,"242","NW_019955068.1",1,0.0454734424007913,1,1
"chr019955068.1_276",0.17839905380726,2.52939169177751e-07,0.427079401342708,0.000761755205452916,0.624304283745504,0.230557748530445,"276","NW_019955068.1",1,0.00261539100929795,1,1
"chr019955068.1_399",0.00133225489630891,2.67102459314793e-35,0.829813859210284,0.0420874011373455,0.185949029022359,0.863151919308778,"399","NW_019955068.1",1,2.76183942931496e-31,1,1
"chr019957522.1_320917",0.21948061842357,1.76331937357411e-09,0.765385594515922,0.147450664826087,0.368565898505817,0.613829476265834,"320917","NW_019957522.1",1,1.82327223227563e-05,1,1
"chr019957522.1_320933",0.0594226687308385,3.1246615519401e-11,0.985453629457745,0.000381815148691416,0.477773568756027,0.360121593184083,"320933","NW_019957522.1",1,3.23090004470607e-07,1,1
"chr019957522.1_320936",0.000422548368363114,9.27462902764846e-07,0.535582435653526,0.198072775377323,0.187514065620934,0.741322857741618,"320936","NW_019957522.1",1,0.00958996641458851,1,1
"chr019957522.1_320951",0.0241225705714455,7.92928169514184e-13,0.979516082059568,0.697822380063753,0.237512834383859,0.682749142964814,"320951","NW_019957522.1",1,8.19887727277666e-09,1,1
"chr019957522.1_320962",0.00839705651293078,3.83986804879221e-14,0.724911359614466,0.181035897564661,0.714195315942117,0.940703788511135,"320962","NW_019957522.1",1,3.97042356245115e-10,1,1
"chr019957522.1_320981",0.0224760587522455,3.33434901289118e-14,0.0857199738337449,9.32438029153095e-05,0.556752052911689,0.12330503354515,"320981","NW_019957522.1",1,3.44771687932948e-10,1,0.9641409221443
"chr019957522.1_321016",0.00117886365705294,3.37195279927558e-15,0.176362892342132,0.422446201984339,0.217137657494847,0.343660193211119,"321016","NW_019957522.1",1,3.48659919445094e-11,1,1
"chr019957522.1_321056",0.0419358264799164,3.99363137973266e-11,0.315145500091628,0.779900839822969,0.486356332999267,0.52654814734811,"321056","NW_019957522.1",1,4.12941484664357e-07,1,1
"chr019957522.1_321062",0.918943569888031,4.60013567946219e-07,0.196179839755216,0.37394883247885,0.776074863332401,0.508283591020871,"321062","NW_019957522.1",1,0.00475654029256391,1,1
"chr019957522.1_321097",0.213248049617016,4.82273362479513e-15,0.547283104995217,0.0904120880634801,0.18680293867973,0.0552173479991576,"321097","NW_019957522.1",1,4.98670656803816e-11,1,1
"chr019957522.1_321111",0.852769928408258,2.29859111613871e-06,0.816141177074408,0.246611552862059,0.282857147290938,0.193270230304379,"321111","NW_019957522.1",1,0.0237674321408743,1,1
"chr019957528.1_268175",0.0320755642587031,2.19621332197741e-06,0.631869139054169,0.937275716601172,0.815521976640946,0.430616499878713,"268175","NW_019957528.1",1,0.0227088457492464,1,1
"chr019957528.1_268193",0.00668212128375548,9.32855273857745e-22,0.701871856221639,0.877370946121416,0.376145771574094,0.497361293551386,"268193","NW_019957528.1",1,9.64572353168908e-18,1,1
"chr019957528.1_268194",0.0286171326306824,8.88825339547007e-07,0.584585097375608,0.570310701306817,0.839255024966562,0.847604446203312,"268194","NW_019957528.1",1,0.00919045401091605,1,1
"chr019957531.1_680060",0.0981309641069848,4.99697035411549e-14,0.956344338236838,0.477502570721009,0.600509271639003,0.645680142770472,"680060","NW_019957531.1",1,5.16686734615541e-10,1,1
"chr019957531.1_680069",0.0196590556137859,3.81959389273927e-20,0.890368298799443,0.590287773591215,0.903949539483549,0.693542499744101,"680069","NW_019957531.1",1,3.94946008509241e-16,1,1
"chr019957531.1_680072",0.0129492954181197,2.20620527238558e-23,0.787689198545057,0.161119979711318,0.838675290667483,0.802809514305165,"680072","NW_019957531.1",1,2.28121625164669e-19,1,1
"chr019957531.1_680102",0.45803532818593,5.7479365023303e-19,0.660355720410706,0.235614546268182,0.760549857191156,0.435833078258292,"680102","NW_019957531.1",1,5.94336634340953e-15,1,1
"chr019957531.1_680120",0.638154910700602,2.94177627392834e-08,0.905846590051391,0.811607531988465,0.925848202247284,0.958821437688329,"680120","NW_019957531.1",1,0.000304179666724191,1,1
"chr019957531.1_680155",0.404444405405121,1.89188611674094e-08,0.691692039715169,0.564973166149964,0.863587908717041,0.906067895638323,"680155","NW_019957531.1",1,0.000195621024471013,1,1
"chr019957531.1_680162",0.294030449905475,2.19017174616687e-06,0.870132266334715,0.261269294238291,0.999325515448825,0.410488910895632,"680162","NW_019957531.1",1,0.0226463758553654,1,1
"chr019957531.1_680176",0.309586770409979,5.30102498719757e-07,0.736205754955287,0.482094709596897,0.875039988215903,0.53856581817911,"680176","NW_019957531.1",1,0.00548125983676229,1,1
"chr019957531.1_680179",0.397493398118665,5.96735706560363e-11,0.587600670115414,0.931792151246784,0.960131804558085,0.680389260553594,"680179","NW_019957531.1",1,6.17024720583415e-07,1,1
"chr019957531.1_680203",0.162862696515891,8.15801046270993e-09,0.361850048584962,0.591540362821529,0.958680115641451,0.511868548409424,"680203","NW_019957531.1",1,8.43538281844207e-05,1,1
"chr019957531.1_680218",0.303314488262147,8.16066505571597e-12,0.528959958025916,0.305445270315433,0.81891770002255,0.513874976637403,"680218","NW_019957531.1",1,8.43812766761031e-08,1,1
"chr019957531.1_680227",0.309614620297419,2.64803957183953e-07,0.918396805841078,0.337318506095037,0.982459538041327,0.635403374155199,"680227","NW_019957531.1",1,0.00273807291728207,1,1
"chr019957565.1_745966",0.0336115197074953,8.47765639457084e-14,0.78581008290897,0.699006399334383,0.20613707595728,0.284775638242458,"745966","NW_019957565.1",1,8.76589671198625e-10,1,1
"chr019957565.1_745983",0.0442100402634675,1.33335431282083e-07,0.971185911541282,0.106323816129383,0.131407539375274,0.863444259517085,"745983","NW_019957565.1",1,0.00137868835945674,1,1
"chr019957565.1_746078",4.63790310816945e-05,1.75640711993934e-09,0.951190036492904,0.105525739640372,0.916523091371454,0.85623805766063,"746078","NW_019957565.1",0.479559181384721,1.81612496201727e-05,1,1
"chr019957565.1_746092",0.00523991665166156,9.7048526747115e-08,0.821097309949132,0.467784174191133,0.103831632818423,0.0451878848066262,"746092","NW_019957565.1",1,0.00100348176656517,1,1
"chr019957589.1_231254",4.05691400198352e-07,4.02667348817999e-16,0.879334205335137,0.288385756633791,0.466695546147216,0.0324037352060024,"231254","NW_019957589.1",0.00419484907805096,4.16358038677811e-12,1,1
"chr019957589.1_231278",0.0469988396036551,3.81329704351204e-10,0.562955803422867,0.293135026018476,0.482346195498039,0.0985248179885411,"231278","NW_019957589.1",1,3.94294914299145e-06,1,1
"chr019957589.1_231320",0.348959360061935,1.06735792516173e-06,0.855910909007443,0.22246260360032,0.580142918344148,0.483943238211106,"231320","NW_019957589.1",1,0.0110364809461723,1,1
"chr019957589.1_231367",0.0993545075689258,8.40818509563116e-07,0.528375826958317,0.777920320907296,0.784880081267193,0.874778051286129,"231367","NW_019957589.1",1,0.00869406338888262,1,1
"chr019957589.1_231449",0.574551218531729,4.6798739065457e-12,0.54983394087726,0.280913575162136,0.762567210572311,0.477471624596676,"231449","NW_019957589.1",1,4.83898961936826e-08,1,1
"chr019957589.1_239308",9.47490719077497e-05,1.95410171523388e-17,0.188185921195748,0.732922639590137,0.387198144767175,0.332266889930703,"239308","NW_019957589.1",0.979705403526132,2.02054117355184e-13,1,1
"chr019957589.1_239333",3.85745673998529e-08,6.16033279315495e-25,0.0548558013193799,0.251630871952449,0.588998646571922,0.449820976402825,"239333","NW_019957589.1",0.000398861026914479,6.36978410812222e-21,1,1
"chr019957589.1_239334",0.000357319093291624,3.81319726941977e-10,0.285203963333709,0.814185392398794,0.900402543820889,0.920078703277437,"239334","NW_019957589.1",1,3.94284597658005e-06,1,1
